Date,Post,Source
2021-11-13,"a quote from Game of Thrones - Petyr Baelish

#Halalan2022
#BBMSARA2022 https://t.co/BDBerC17dz",Twitter
2021-11-13,"Yung #Halalan2022 ay parang naging raffle, more entries, more chances of winning ganern?",Twitter
2021-11-13,"I hope that BongGo-PRRD tandem is just a part of whole plan. If not, this will backfire negatively to the admin BIGTIME. But I have high hopes for Inday that she can win by herself. #BBMSARA2022 #Halalan2022 MARCOSJR SUPREMACY",Twitter
2021-11-13,Campaign donor ni PDUTS ang mga Marc*s #NoToDuterteMarcos2022 #Halalan2022 https://t.co/eAYt2KYjvy,Twitter
2021-11-13,This substitution filing should be tightened up. Sa simula pa lang dapat decided na. Lokohan na. Andami “placeholder” candidates. #Halalan2022,Twitter
2021-11-13,"I hope so. But still... I'm confused and hilo and lutang. 🥴🥴 Whatever it is, #BBMSARA2022 all the way pa rin for me. ❤💚✌👊🇵🇭
MARCOSJR SUPREMACY Pilipinas
#Halalan2022 #MaSa #SamaSaraTayoBaBangonMuli

https://t.co/RFFGXfpFqI https://t.co/AiDjltKK6J",Twitter
2021-11-13,Walang sinabi ang K-Drama o Telenovela 🤦🏻‍♀️ #Halalan2022,Twitter
2021-11-13,"@barrygutierrez3 Mangingiyak-ngiyak ako sa galit at pighati. Hindi ko malaman kung saan ako susuntok.
 #apocalypse / #apokalipsis na talaga pag  pinanalo pa sila     #Halalan2022",Twitter
2021-11-13,"Wag mahumaling sa kagandahan ngunit isipin ang kalooban ng isang tao ❤️ Dapat wais tayo sa ating pipiliin dahil maaaring ito ay makaepekto sa pang habang buhay. #Halalan2022 🇵🇭

Follow us📲
Facebook: https://t.co/uZs1qRHj2D 
Twitter: @benildefilm 
Instagram: @benildefilmofficial",Twitter
2021-11-13,Kaya today po? Final answer na? 🤡#Halalan2022,Twitter
2021-11-13,Ansabe ng NBA tradeline sa #Halalan2022 Sa dami ng aksyon? Kulang na lang magbalita si Woj sa mga happening.,Twitter
2021-11-13,Wala na neck brace #Jail  #Halalan2022  #NoToMarcosDuterte2022 https://t.co/IIFV9tp8Nn,Twitter
2021-11-13,BongBong Marcos Sara Duterte #Halalan2022,Twitter
2021-11-13,"Pinagmumuka tayong tanga, so Duterte Vs Duterte? Hays Philippine Politics nga naman oh.

#Halalan2022",Twitter
2021-11-13,"Monique made me realize na possible plot ito to garner more votes for the daughter.

Mangangampanya sila both, then come near Halalan2022, magwi-withdraw yung isa para mag-give way sa isa.

Whatever they are plotting, it's fucking maddening na pinaglalaruan lang nila yung botohan https://t.co/eoFOue4kDb",Twitter
2021-11-13,"#LeniRobredo soon #May2022
""AMANOS!"" #Halalan2022 

https://t.co/2LAkMbf0Te",Twitter
2021-11-13,#Halalan2022 https://t.co/3OKv9lSqFm,Twitter
2021-11-13,"#Halalan2022
#LeniKiko2022 https://t.co/LCqPSy2L0Z",Twitter
2021-11-13,"Suffrage is a long-fought-for right for Filipinos. But today we are seeing the worst mockery ever crafted against the electoral process, no matter on which side of the political spectrum you are seeing it from. Tsk2. 👎 #Halalan2022 https://t.co/GGGtXpzJtW",Twitter
2021-11-13,"Lord, i don't know anymore. #Halalan2022",Twitter
2021-11-13,Ano hiling nyo sa #Halalan2022 circus? 🤡🤡🤡,Twitter
2021-11-13,"Welcome to the political circus capital of the world: The Philippines where Thieves, Tyrants, and  Power-Hungry Individuals run for office. 

#ONLYINTHEPHILIPPINES
#NeverAgain 
#NoToMarcosDuterte2022 
#Halalan2022",Twitter
2021-11-13,"Who's your VP?
#Halalan2022 #LeniKiko2022 #BBMSARA2022",Twitter
2021-11-13,"#HALALAN2022 UPDATE: Sen. Bato Dela Rosa dropped his presidential bid. Meanwhile, Sen. Bong Go left his vice presidential bid to run for president with his running mate President Rodrigo Duterte.

Article by Isabella Magno

https://t.co/qsv04Lczlf",Twitter
2021-11-13,#Halalan2022 https://t.co/8ZQYM53ACk,Twitter
2021-11-13,"These substitutions and mind games should be a red flag of who NOT to vote.

Hindi po dramarama sa hapon yung paglead ng bansa, take note.

#Halalan2022",Twitter
2021-11-13,"Sara's run for VP seals Marcos Jr. as top contender for presidency #Halalan2022 | via @AFP 
https://t.co/JhkEuMCIX1",Twitter
2021-11-13,😂... Kahit na ano pang twist meron on Monday... My choice is already set in stone...#BBMSARA2022 #Halalan2022 MARCOSJR SUPREMACY https://t.co/mCDp1du1RQ,Twitter
2021-11-13,#NoToMarcosDuterte2022 #LeniKiko2022 #Halalan2022 https://t.co/RlmB9Vj6Z0,Twitter
2021-11-13,"JUST IN: Miss Darbus, who's wearing pink, says we should not be bothered, but continue the fight. This time, she allows the use of cellphone. #Halalan2022 https://t.co/BxbSWhpppG",Twitter
2021-11-13,Allllllis taya! #Halalan2022 #Philippines #dds #bbm #SaraALL2022 https://t.co/z4PeOqIDK4,Twitter
2021-11-13,"piliin natin yung may kakayahan mag gobyerno at patatagin ang mga sistema at institusyon, at yung ang pangunahing motivation ay pagsilbihan tayo. #Halalan2022",Twitter
2021-11-13,Your Vote Matters. Vote Wisely. #Halalan2022,Twitter
2021-11-13,@MrsGonzales2018 @gmanews Oo yata nag file na Sara haha circus mangyare sa #Halalan2022,Twitter
2021-11-13,"Ang totoong lider, laban na laban, buo ang loob. Hindi urong sulong sa desisyon. Hindi biro ang kakaharapin na responsibilidad ng kung sino man na mananalo sa #Halalan2022. 

#LeniKiko2021 🎀
#NoToDuterteMarcos2022 🤮",Twitter
2021-11-13,this is a night to remember!!! 😅😂🤣 #Halalan2022,Twitter
2021-11-13,"PBB Politics Edition, meron din voluntary exit 😁 #onlyinpinas #Halalan2022",Twitter
2021-11-13,Naparami ang bias wrecker nila 🤣 #Halalan2022 #NoToMarcosDuterte #LeniKiko2022 #LeniRobredo,Twitter
2021-11-13,"The more entries, the more chances of winning. Simula na ang gaguhan at budulan.
#Halalan2022
#GoodluckPilipinas",Twitter
2021-11-13,#Halalan2022 https://t.co/guIxp7jx72,Twitter
2021-11-13,"JUST IN: Sharpay Evans, who is wearing pink, is shocked at the turn of events today. Mah mah  mah. #Halalan2022 https://t.co/xOUYX7ixVx",Twitter
2021-11-13,"📌Watch out for updates about Aksyon Eleksyon  through our social media accounts! 🤳
Facebook: https://t.co/hLDL8XSy8v 
Instagram: https://t.co/cfGVBryinV 
Twitter: https://t.co/9vtHRFQUWD

#ProjectZara #AksyonElection #Halalan2022 #PHVote #WeDecide",Twitter
2021-11-13,"Iba gid 

#Halalan2022",Twitter
2021-11-13,@gmanews Good luck madam Leni and sir Pacquiao i know both of you are good person and have a good intension for our country #Halalan2022,Twitter
2021-11-13,Preparing myself for a very stressful Monday in the office with all these new announcements about Halalan2022. Laban lang jud ta mga kakampink #LeniKiko2022,Twitter
2021-11-13,"so today we got two new filings for the seat of the vp, one new filing for president, one withdrawal for president as well as two for vice president. what a fucking day. ginawa nilang circus yung halalan ampota. #Halalan2022",Twitter
2021-11-13,"A face off between President Rodrigo Duterte and his daughter, Davao City Mayor Sara Duterte, is shaping up for the 2022 elections instead of the Duterte-Duterte tandem that some supporters have been pushing for. #Halalan2022
https://t.co/w40rbqPSHO",Twitter
2021-11-13,"Ano ito The more the merrier?
Duterte vs Duterte haha ang daming plot twist ng #halalan2022. https://t.co/xRn2EVg9Rw",Twitter
2021-11-13,"@ABSCBNNews Pagod na siya, diba??? #philippines #elections #Halalan2022",Twitter
2021-11-13,"@rubietania @PhilippineStar Kalma...
Mabuti pa si Yuka Saso nakapili na ng citizenship nya.
#Halalan2022 https://t.co/OMEji5WVEp",Twitter
2021-11-13,🤡 fest. #Eleksyon2022 #Halalan2022,Twitter
2021-11-13,#NoToMarcosDuterte2022 #Halalan2022 #LetLeniLead2020 https://t.co/orf8vtygqr,Twitter
2021-11-13,"You know what i’m already expecting this bullshit yet i’m still surprised how they can gago this country. Tapos etong mga bulag na mga Pinoy naman lantarang pang gagago na nga, masaya pa sila. #Halalan2022",Twitter
2021-11-13,"#gameofthrones or #SquidGames or Romance of the Three Kingdoms now in #politics of the #Philippines?!!!

#romanceofthethreekingdoms

#election2022 #Halalan2022 @ Kamuning Bakery Cafe https://t.co/Aj2U683SjT",Twitter
2021-11-13,THESE CANDIDATES ARE TURNING #HALALAN2022 INTO A #TELEBASURA SERYE ON DRUGS,Twitter
2021-11-13,Ang gulo na nito para kay Sandro baka ishade nya na lang lahat sila. Para pantay pantay. #Halalan2022 #LeniKiko2022 #LetLeniLead2020,Twitter
2021-11-13,"Nak ng sino nakaisip ng mga ganap na ito??? Galing! Pa-confetti ka nmn jan! 

 #NoToDuterteMarcos2022
#LeniKiko2022 
#LeniforPresident2022 
#Halalan2022 https://t.co/LVZrnvTIEx",Twitter
2021-11-13,Ang kapal nyo! #Halalan2022 #Philippines #ph,Twitter
2021-11-13,HOYYYY ANYARE? NILOLOKO BA NILA TAYO? #Halalan2022,Twitter
2021-11-13,"Not db related

Pede ba Vote to Evict dito sa halalan na toh?!!!?!! Nakaka stress!!!

#Halalan2022",Twitter
2021-11-13,"""The last man standing is a woman!"" @lenirobredo 
Leni - Kiko 2022. We deserve better. Get real Philippines. 🇵🇭
#LeniKiko2022 #NoToMarcosDuterte2022 #WeDeserveBetter #Halalan2022",Twitter
2021-11-13,Circus yarn? #Halalan2022,Twitter
2021-11-13,"But first, this odd state of nationwide lockdown. Why, or how is it that Philippines &amp; its people are still locked down w no easing up of police &amp; military checkpoints? #COVID19 #Halalan2022 

https://t.co/oKW2ika2w1",Twitter
2021-11-13,"Kung iboboto mo pa din sila kahit halatang pinaglalaruan na nila tayo, ginagawa mo na din ang sarili mong engot, habang nakikisabwat sa kanila. #Halalan2022 #NeverAgain",Twitter
2021-11-13,"@cartoonistzach Tandaan na pareparehong predator ang tigre, agila at buwaya. At ang prey nila ang mahihirap. #halalan2022 #votewisely #neveragain #NeverForget",Twitter
2021-11-13,"At this point, I am amazed of how Duterte strategize his moves. His filing of VP definitely made the opponents confuse of what’s happening and they can’t predict what his next move is

#BBMSARA2022 
#Halalan2022 
#LabanMaSa2022",Twitter
2021-11-13,"Taas kamay po ng nagulat 😒 Goodluck Pilipinas na lang talaga. Parang nakikita ko na mangyayari. Nakakalungkot at nakakatakot.
#Halalan2022 https://t.co/p57f17DQwE",Twitter
2021-11-13,"SANDALI! Isang bibig lang pwede?! Nagkakagulo na naman kayo jan sa GC niyo. 🥴😅😂

#Halalan2022",Twitter
2021-11-13,Philippine politics is a whole circus #Halalan2022,Twitter
2021-11-13,Dami nyong alam! Pwe! 🤮#Halalan2022,Twitter
2021-11-13,I can just imagine Bong Go in debates. 😁 #Halalan2022,Twitter
2021-11-13,"Huwag na tayong magtaka kung may magaganap na mass exodus/diaspora ng ating mga kababayan dahil nagkamali tayo sa pagpili natin ng mga mamumuno sa atin sa darating na #Halalan2022. Pakiusap, huwag niyo lang isipin ang mga sarili niyo sa pagboto niyo. Isipin niyo ang susunod.",Twitter
2021-11-13,"I don't want to serve the Philippines if it will be lead by these dynasties 😔
#Halalan2022",Twitter
2021-11-13,"Ang LIGALIG nila!😫😒😢
#Halalan2022",Twitter
2021-11-13,"Joke time ba toh🤡🤡🤡

#Halalan2022",Twitter
2021-11-13,"Tinanong ang isang President Aspirant  ang isang reporter nun kung isa ba daw syang nuissance candidate, ngayon alam na namin ang sagot! Nakakatawa laang kayo! #Halalan2022",Twitter
2021-11-13,"The Marcos-Duterte VS Go-Duterte is a very interesting twist because (a) whose money is moving all that forward, (b) for whom is it a win-win, and (c) I think I need a drink. #Halalan2022",Twitter
2021-11-13,"Philippine Politics &gt;&gt; All too well MV
Yeah that's how dramatic they are. Nkakaiyak, nkakaiyak talaga sobra sobra. I mean wtf!? Putanginaaaaah🎶
Taylor swift ba director nyo? 😂
#BBMSARAH2022
#LeniKiko2022
#Halalan2022",Twitter
2021-11-13,"Yung totoo???

Anung akala n'yo sa gobyerno ng Pilipinas? Sarswela??

#Halalan2022",Twitter
2021-11-13,Harap harapang panggagago na to sa demokrasya ng bansa. Nakakaawa na tayo kung maniniwala pa rin. #Halalan2022,Twitter
2021-11-13,Now I get it. The insurance candidate. Segurista lang. #BBMSARA2022 #saraduterte #SaraALL2022 #Halalan2022 #VotePH https://t.co/vSvf8wXmFB,Twitter
2021-11-13,Baket ganun parang Laro n lng sa kanila? #Halalan2022,Twitter
2021-11-13,"Breaking News:
Things are becoming more complicated in Philippine Politics today. Sabi na eh, may mangyayaring substitution, downgrade at upgrade sa candidacy ngayong malapit na ang deadline. Last-minute pa nga. 🙃🤦🏼‍♂️

Well, you know the rule: #VOTEWISELY! #BumotoKa
#Halalan2022",Twitter
2021-11-13,"Mga boss madam jsyk this ain't circus or dramarama sa pagkahapon nor paraffle na more entries more chances of winning. Hindi po, the welfare of the Filipino people is at stake po yes po opo. Maghunos-dili po sana tayo opo. #Halalan2022",Twitter
2021-11-13,@ABSCBNNews @sherwintinampay What Digong for VP?? But Sara also running for VP for Marcos haha circus #Halalan2022,Twitter
2021-11-13,"This 'rigodon di tsubibo' took Comelec substitution rule into unchartered waters. Rule: substitute when filed candidates have *valid or legal* justif. Instead there was simply a stepping out so anyone waiting can step in. On a weekend, again. #Halalan2022

https://t.co/31xj7vrVjm",Twitter
2021-11-13,"I like the BBM-Duterte, Go-Duterte additional line up of candidates to the 2022 election. The debates will make it more exciting. Hindi ko na din ramdam yung ibang candidates ngayon aside from them sa totoo lang. Lol!

#Halalan2022 #Eleksyon2022",Twitter
2021-11-13,@ABSCBNNews @pia_gutierrez OMG! Then si Bato ano na haha circus #Halalan2022,Twitter
2021-11-13,Eto ba soundtrack sa #Halalan2022? https://t.co/pBkE7dCjUh,Twitter
2021-11-13,Presidential ninong at ninang Part 2. The talunan version. 😁 #BBMSARA2022 #saraduterte #SaraALL2022 #Halalan2022 #VotePH https://t.co/NwsvFsSQIY,Twitter
2021-11-13,"kung kaya mag #1 sa trending, kayang manalo sa #Halalan2022 #LeniKiko2022 #NoToMarcosDuterte2022",Twitter
2021-11-13,"its not mockery it is a game plan..
basta bisaya na gani mg dula,,, tarungon dyud nag plano aron daog dyud.. di kay dasmag lang nga dasmag... 👊 diskarte tirada ba #digong #SaraALL2022 #Halalan2022",Twitter
2021-11-13,"Bakit parang pinaglalaruan na lang tayo ng gobyerno? Paalala lang, hindi ito PBB ha.. di natin kailangan ng plot twist at drama.#Halalan2022",Twitter
2021-11-13,#comelec #Halalan2022 #Election2022 #NoToMarcosDuterte2022 #NeverAgain #LetLeniLead https://t.co/d3Xts496QN,Twitter
2021-11-13,Go-Duterte running and Bbm-Sara tandem had just solidified Leni's victory. The 2016 Duterte win was a Mar and trapo protest. Now everyone is going back to Leni. That's how it is going to be I guess #PhVote2022 #Halalan2022 #Eleksyon2022,Twitter
2021-11-13,"I'm a card bearing member of @PDPLABAN and I want to tell the party this: 

INA NYO🖕

#Halalan2022 #Eleksyon2022",Twitter
2021-11-13,"Grabe, Circus!
#Halalan2022
#mgasinungaling
#naniniguro",Twitter
2021-11-13,Nasusuka na nga ako tapos ganun pa nakita ko sa FB #Halalan2022 🤢,Twitter
2021-11-13,"PAG YUNG KALABAN NILA GUMAGAWA, ABUSIVE RAW PERO PAG SILA YUNG GUMAGAWA FREEDOM RAW. TANGINA NYO MGA PINKLAWAN SOBRANG IMPOKRITO NYO. 
Philippine Politics
Digong
Pacquiao
#LeniKiko2022 #NoToDuterteMarcos2022 #Halalan2022",Twitter
2021-11-13,"The administration’s plans for the 2022 elections continue to evolve, with Senator Bong Go joining the presidential race and President Rodrigo Duterte hinting about a possible vice presidential bid. #Halalan2022
https://t.co/4M25ARobma",Twitter
2021-11-13,Mga deputa sana tamaan kayo ng tig iisa’t kalahating kidlat. #Halalan2022 #LeniKiko2022,Twitter
2021-11-13,"Tandaan nyo yang mga urong sulong na mga politiko na yan. Uulolin lang tayo ng mga yan pag sila ang nahalal. Hindi po ito circus, hindi po ito teleserye. Wag maging #bobotante! Jusko naman matuto na tayo. #Halalan2022",Twitter
2021-11-13,"Whatever game they’re trying to play, this just shows how they regard the voters. Gaguhan na. #Halalan2022",Twitter
2021-11-13,#uwiannamaynanalona ✌🏽✊🏽halalan2022,Twitter
2021-11-13,"‘Balasahan’: Duterte kakandidato umanong VP, Go tatakbong pangulo, Bato aatras #Halalan2022 https://t.co/L664yJev1p",Twitter
2021-11-13,"@iMthinkingPinoy BBM-SARA 2022! ❤💚✌👊
Salamat BBM at Inday! Magiging Maligayang Pasko talaga sa 97% ng mga Pinoy. Kahit wala na ako regalo sa pasko masaya na ako 😂 ✌👊🎄
#MaSa2022 
#BBMSARA2022 
#Halalan2022",Twitter
2021-11-13,When did #halalan2022 became #DragRaceUntucked ang daming drama. https://t.co/7zw4onUPx7,Twitter
2021-11-13,Shutanginang balita yan!! #Halalan2022,Twitter
2021-11-13,Hindi na talaga binigyang-pakundangan ng mga payaso ang prosesong elektoral ng bansa. Pinakulo na lahat ng pakulo maisakatuparan lang ang mga pansarili nilang interes. #Halalan2022 #NoToMarcosDuterte2022,Twitter
2021-11-13,"kita ra juy gibuang anang mga politiko nga nag pina plot twist kintahay... bulok na kaayog style jusko

so pls guys let's use our votes wisely

maygad lord tabangi mi

#Halalan2022 
#LeniKiko2022",Twitter
2021-11-13,"Gusto nyo lang yata mag trip to Jerusalem bakit naman idadamay nyo pa buong Pilipinas? 

Basta dun tayo sa sigurado at may paninindigan! 

#LetLeniLead
#LeniKiko2022
#Halalan2022",Twitter
2021-11-13,"Meanwhile in #Halalan2022
BBM, DDS, and Sara supporters: https://t.co/M5bRqdmbCr",Twitter
2021-11-13,"running and dropping 
philippine politics 🤡🎪
#Halalan2022",Twitter
2021-11-13,A WHOLE DAMN CIRCUS #Halalan2022,Twitter
2021-11-13,"Grabe mang uto noh? 
Look at Andanar....  🤣 

#Jesters 
#Circus 
#Halalan2022 https://t.co/3561ob4aja",Twitter
2021-11-13,"What happened today doesn't even compare to the worst things that could happen during #Halalan2022. Take your pick:

1. Sudden switch to manual voting.

2. Failure of elections.

3. Martial law.",Twitter
2021-11-13,And the telenovela of the year goes to the Philippine politics 😅.  #Halalan2022,Twitter
2021-11-13,Pili lang kayo mga DDS. SaBong vs BoDuts  🐊🤡🐊🤡 #Halalan2022,Twitter
2021-11-13,Kadiri ‘tong mga pamilyang ‘to pinaglalaruan lang tayo. #Halalan2022,Twitter
2021-11-13,"kung hindi kayo apektado sa nangyayari ngayon sa politika; sa pagbabago ngayon sa line up ng mga posisyon, ang tanong ko ay BAKIT!!!!??? #Halalan2022",Twitter
2021-11-13,jusko ang pulitika.nga naman.. tsk tsk good luck bansang Pilipinas. Pilipinas kong mahal. #halalan2022,Twitter
2021-11-13,"Wala na Finish na 💓💚

#TigerOfTheNorth #MonkeyEatingEagleOfTheSouth #Solid #BringBackMarcos #Halalan2022 https://t.co/2cMKw1jbQD",Twitter
2021-11-13,"Would you vote for @SAPBongGo for President?  I doubt if he can scratch the armor of @bongbongmarcos. 

Maganda na sana, na hijack pa.

#Halalan2022 #Eleksyon2022",Twitter
2021-11-13,"#LeniKiko2022 
#NoToDuterteMarcos2022 

Biglang nawala sa trend list yung mga pa hashtags nila nung biglang binalita na tatakbo pala sa pagka pangulo si bong go at bise naman si d30.. Nawala yung #BBMSARA2022 😂 
#Halalan2022 https://t.co/gHJzagpAsp",Twitter
